member_id,age_band,region,plan_type,digital_affinity_score,baseline_propensity,eligible,treated,avg_points_pre,avg_points_post,avg_steps_pre,avg_steps_post,avg_listen_pre,avg_listen_post,points_uplift,steps_uplift_k,listen_uplift,active_flag,churn_flag,reason_code
74,18-24,KwaZulu-Natal,Essential,39,-1.49,0,0,36.75,36.0,1.8925,2.1283333333333334,69.275,0.0,-0.75,0.24,-69.28,0,0,
75,25-34,KwaZulu-Natal,Executive,8,-1.435,0,0,51.5,74.875,3.3925,5.108750000000001,50.85,36.4375,23.38,1.72,-14.41,0,0,
76,45-54,Gauteng,Essential,49,-1.21,0,0,27.75,31.0,1.5433333333333332,1.8471428571428572,0.0,0.0,3.25,0.3,0.0,0,0,
77,55-64,Northern Cape,Essential,26,-0.508,0,0,25.5,118.125,6.84,7.035,32.5,32.5875,92.62,0.2,0.09,0,0,
78,25-34,Eastern Cape,Essential,68,1.216,0,0,98.5,171.0,4.170000000000001,4.956250000000001,115.89999999999999,99.975,72.5,0.79,-15.92,0,0,
79,35-44,Free State,Plus,33,-1.209,0,0,44.25,73.25,0.49000000000000005,1.73875,0.0,10.5375,29.0,1.25,10.54,1,0,
80,25-34,KwaZulu-Natal,Plus,34,0.927,1,1,165.0,163.0,6.015,6.24875,65.35,91.0,-2.0,0.23,25.65,1,0,
81,18-24,North West,Classic,8,-0.195,0,0,123.25,138.875,5.217500000000001,6.055,33.0,0.0,15.62,0.84,-33.0,0,0,
82,35-44,Mpumalanga,Essential,32,-0.882,1,0,83.25,59.875,7.055000000000001,4.972857142857142,0.0,0.0,-23.38,-2.08,0.0,1,0,
83,18-24,Free State,Plus,50,0.296,1,1,141.5,171.5,7.407500000000001,7.550000000000001,147.95000000000002,106.55,30.0,0.14,-41.4,0,0,
84,45-54,Gauteng,Plus,73,-0.369,0,0,114.0,94.625,6.095,6.551428571428572,0.0,0.0,-19.38,0.46,0.0,1,0,
85,35-44,North West,Classic,48,-1.129,0,0,28.5,38.0,3.1725,3.9075,19.2,41.325,9.5,0.74,22.13,0,0,
86,35-44,North West,Essential,59,1.786,1,0,104.0,133.125,6.5525,6.428571428571429,22.05,28.0,29.12,-0.12,5.95,0,0,
87,25-34,KwaZulu-Natal,Classic,61,1.918,0,0,131.25,99.0,7.3225,6.4157142857142855,177.75,141.0375,-32.25,-0.91,-36.71,0,0,
88,45-54,Eastern Cape,Essential,29,-1.591,0,0,110.25,54.75,7.31,7.515000000000001,43.325,35.35,-55.5,0.21,-7.98,0,0,
89,45-54,Gauteng,Executive,87,1.18,1,1,128.25,161.375,7.8825,7.4087499999999995,191.45,288.0,33.12,-0.47,96.55,1,0,
90,65+,KwaZulu-Natal,Essential,38,0.939,0,0,72.25,121.625,8.585,7.3725000000000005,27.825,47.349999999999994,49.38,-1.21,19.52,1,0,
91,55-64,Mpumalanga,Plus,76,-0.126,1,1,112.75,114.625,6.61,6.92625,103.85,180.5,1.88,0.32,76.65,0,0,
92,25-34,Gauteng,Executive,100,1.04,0,0,124.0,124.25,4.1825,4.297142857142857,211.85000000000002,0.0,0.25,0.11,-211.85,1,0,
93,18-24,Western Cape,Classic,19,-0.924,0,0,102.5,77.875,7.08,6.967142857142856,18.625,16.525,-24.62,-0.11,-2.1,0,0,
94,45-54,Gauteng,Executive,22,0.076,0,0,112.25,108.125,7.5175,7.85375,0.0,0.0,-4.12,0.34,0.0,1,0,
95,35-44,Eastern Cape,Essential,37,-0.539,1,0,73.5,70.125,1.605,2.6885714285714286,0.0,8.35,-3.38,1.08,8.35,0,0,
96,25-34,Western Cape,Classic,43,-0.103,1,0,108.0,114.625,6.5225,6.251428571428571,0.0,12.5,6.62,-0.27,12.5,0,0,
97,25-34,North West,Classic,71,-1.582,1,1,84.5,78.0,4.4875,4.738571428571428,42.85,172.85000000000002,-6.5,0.25,130.0,1,0,
98,25-34,Gauteng,Classic,47,1.015,0,0,119.25,126.75,7.150000000000001,5.562857142857142,161.5,100.5,7.5,-1.59,-61.0,0,0,
99,45-54,KwaZulu-Natal,Essential,16,-0.075,0,0,38.75,59.625,2.9899999999999998,4.105714285714286,38.075,8.6625,20.88,1.12,-29.41,1,0,
100,25-34,Gauteng,Executive,70,-0.697,0,0,71.5,92.25,4.725,4.608750000000001,118.57499999999999,104.025,20.75,-0.12,-14.55,0,1,low_engagement
101,35-44,Gauteng,Essential,34,-1.455,0,0,102.75,73.25,3.7199999999999998,3.18875,0.0,0.0,-29.5,-0.53,0.0,1,0,
102,25-34,Western Cape,Classic,41,0.609,1,1,106.25,127.5,7.094999999999999,7.2212499999999995,84.15,102.125,21.25,0.13,17.97,0,0,
103,18-24,Free State,Classic,25,-0.4,0,0,100.75,82.875,5.2,4.751428571428571,30.05,34.35,-17.88,-0.45,4.3,0,0,
104,35-44,Western Cape,Essential,88,-0.352,0,0,116.75,126.375,7.170000000000001,6.41875,0.0,0.0,9.62,-0.75,0.0,1,0,
105,55-64,KwaZulu-Natal,Executive,54,0.446,1,0,57.25,62.375,5.68,5.438571428571429,32.675,14.6125,5.12,-0.24,-18.06,1,0,
106,55-64,Gauteng,Executive,59,0.767,0,0,150.5,137.625,7.1475,8.30875,0.0,0.0,-12.88,1.16,0.0,0,0,
107,45-54,Limpopo,Executive,71,0.976,1,0,142.5,162.375,8.905,9.225,43.225,129.725,19.88,0.32,86.5,1,0,
108,25-34,Gauteng,Classic,75,0.517,0,0,86.5,112.25,5.54,5.3999999999999995,91.80000000000001,163.45,25.75,-0.14,71.65,1,0,
109,25-34,Free State,Essential,3,0.945,1,0,58.25,73.625,5.426666666666667,6.161250000000001,29.3,26.949999999999996,15.38,0.73,-2.35,1,0,
110,25-34,Gauteng,Classic,25,0.502,0,0,116.0,65.375,6.9175,5.991999999999999,0.0,19.1125,-50.62,-0.93,19.11,0,0,
111,45-54,Western Cape,Essential,54,1.575,1,0,137.5,140.875,8.11,8.405,0.0,0.0,3.38,0.29,0.0,0,0,
112,25-34,Free State,Plus,41,-0.112,0,0,91.5,130.25,7.6049999999999995,6.81625,84.975,51.00000000000001,38.75,-0.79,-33.97,0,0,
113,65+,Limpopo,Essential,40,0.689,0,0,123.75,122.5,4.683333333333333,4.11375,139.79999999999998,60.875,-1.25,-0.57,-78.92,0,0,
114,35-44,Gauteng,Classic,78,1.395,1,0,201.0,173.5,9.5425,8.302857142857142,106.6,22.5875,-27.5,-1.24,-84.01,0,0,
115,35-44,Gauteng,Classic,73,0.127,1,1,72.0,70.25,5.77,5.74,142.45,153.5375,-1.75,-0.03,11.09,0,0,
116,25-34,Western Cape,Classic,50,0.796,0,0,170.25,131.875,8.955,8.72857142857143,33.275,50.900000000000006,-38.38,-0.23,17.63,0,0,
117,35-44,Western Cape,Essential,85,-1.11,0,0,73.25,24.25,2.105,3.1128571428571425,0.0,23.7625,-49.0,1.01,23.76,0,1,unknown
118,45-54,Gauteng,Classic,47,1.274,0,0,159.75,168.125,6.319999999999999,7.217499999999999,0.0,27.5125,8.38,0.9,27.51,1,0,
119,18-24,Western Cape,Plus,57,-0.642,1,0,69.5,63.25,5.1225000000000005,2.99,0.0,0.0,-6.25,-2.13,0.0,0,0,
120,18-24,Western Cape,Essential,64,0.161,1,0,120.25,113.5,9.34,9.28,43.525,25.7125,-6.75,-0.06,-17.81,0,0,
121,35-44,Mpumalanga,Essential,49,-0.26,0,0,166.75,135.75,4.375,6.347142857142857,0.0,46.425,-31.0,1.97,46.42,0,0,
122,45-54,KwaZulu-Natal,Plus,29,-0.664,0,0,147.25,95.75,7.325,7.513333333333333,0.0,0.0,-51.5,0.19,0.0,1,0,
123,18-24,Gauteng,Classic,30,0.476,0,0,80.75,76.25,6.027500000000001,6.788571428571428,41.35,73.8375,-4.5,0.76,32.49,0,0,
124,18-24,Gauteng,Executive,20,0.336,0,0,112.75,123.5,5.504999999999999,7.35375,16.5,8.7375,10.75,1.85,-7.76,1,0,
125,18-24,North West,Executive,68,1.709,1,0,113.0,139.25,7.513333333333333,7.109999999999999,114.25,83.2125,26.25,-0.4,-31.04,0,0,
126,25-34,Gauteng,Classic,58,-0.201,1,0,110.25,121.25,10.055,9.797142857142855,64.4,0.0,11.0,-0.26,-64.4,0,0,
127,25-34,Western Cape,Classic,96,0.046,0,0,160.0,157.25,9.34,8.625,0.0,28.5875,-2.75,-0.71,28.59,0,0,
128,45-54,KwaZulu-Natal,Essential,32,1.12,1,1,142.75,134.875,9.776666666666667,9.024285714285714,115.94999999999999,90.5625,-7.88,-0.75,-25.39,1,0,
129,18-24,Gauteng,Classic,64,1.41,0,0,212.75,183.125,11.114999999999998,10.604285714285714,153.725,65.4,-29.62,-0.51,-88.32,0,0,
130,25-34,KwaZulu-Natal,Essential,23,0.712,1,0,161.75,143.625,5.319999999999999,5.345,46.075,50.4375,-18.12,0.03,4.36,0,0,
131,55-64,KwaZulu-Natal,Classic,80,0.369,0,0,68.75,75.875,5.129999999999999,5.555714285714286,49.275,144.375,7.12,0.43,95.1,0,0,
132,35-44,Free State,Classic,41,1.341,0,0,203.75,172.125,8.515,7.9399999999999995,112.62499999999999,52.962500000000006,-31.62,-0.58,-59.66,1,0,
133,35-44,KwaZulu-Natal,Classic,41,0.045,0,0,81.5,62.875,0.49,1.02625,0.0,0.0,-18.62,0.54,0.0,1,0,
134,45-54,Western Cape,Essential,60,0.756,0,0,94.75,129.0,5.13,6.175,74.05,24.85,34.25,1.04,-49.2,1,0,
135,25-34,Gauteng,Classic,57,-0.754,1,0,89.25,98.75,1.76,3.7842857142857147,101.75,83.7875,9.5,2.02,-17.96,1,0,
136,25-34,North West,Classic,64,1.462,0,0,125.5,145.375,5.4775,6.595000000000001,208.4,110.8375,19.88,1.12,-97.56,0,0,
137,55-64,Western Cape,Classic,23,0.608,0,0,110.75,123.875,7.315,6.155714285714285,22.8,59.8125,13.12,-1.16,37.01,1,0,
138,25-34,Gauteng,Executive,37,0.789,0,0,81.75,157.625,8.065,7.83375,0.0,0.0,75.88,-0.23,0.0,0,0,
139,25-34,Gauteng,Classic,44,0.382,0,0,60.5,61.5,6.0875,5.8757142857142854,87.27499999999999,81.6375,1.0,-0.21,-5.64,0,0,
140,55-64,Mpumalanga,Plus,19,0.483,1,0,95.5,92.625,5.4625,4.9366666666666665,25.25,37.2625,-2.88,-0.53,12.01,1,0,
141,65+,Gauteng,Classic,41,0.085,1,1,115.25,121.25,6.157500000000001,6.6225000000000005,141.825,114.5375,6.0,0.46,-27.29,1,0,
142,65+,KwaZulu-Natal,Classic,55,1.752,1,0,198.0,246.125,7.815000000000001,7.6175,0.0,17.6625,48.12,-0.2,17.66,0,0,
143,55-64,KwaZulu-Natal,Classic,23,-0.797,0,0,66.0,77.75,6.566666666666666,6.196666666666666,36.3,25.1125,11.75,-0.37,-11.19,1,0,
144,25-34,Limpopo,Classic,21,0.357,1,0,131.5,123.25,9.392500000000002,9.069999999999999,49.075,34.2875,-8.25,-0.32,-14.79,0,0,
145,25-34,Gauteng,Executive,8,0.243,0,0,140.75,179.625,6.9975000000000005,8.32625,11.725,25.525,38.88,1.33,13.8,0,0,
146,25-34,KwaZulu-Natal,Classic,72,1.469,1,0,158.75,172.75,9.665,9.94875,97.85,133.73749999999998,14.0,0.28,35.89,1,0,
147,25-34,Limpopo,Plus,77,-0.848,1,1,54.75,47.0,3.6675,3.4499999999999997,128.65,153.35,-7.75,-0.22,24.7,0,0,
148,55-64,Eastern Cape,Classic,49,0.947,0,0,89.0,122.75,5.609999999999999,6.367142857142857,0.0,27.525,33.75,0.76,27.52,1,0,
149,35-44,Gauteng,Essential,67,-0.296,1,0,165.0,137.375,7.2875,6.467142857142856,55.85,31.325,-27.62,-0.82,-24.52,1,0,
150,45-54,Gauteng,Essential,51,2.04,0,0,141.0,125.625,7.2975,5.208571428571429,0.0,0.0,-15.38,-2.09,0.0,0,0,
151,55-64,Gauteng,Classic,45,0.307,0,0,83.75,171.5,6.37,6.1274999999999995,43.775,54.35,87.75,-0.24,10.58,0,0,
152,45-54,KwaZulu-Natal,Plus,54,-0.941,1,1,92.0,94.125,5.885,5.515000000000001,122.05,100.1875,2.12,-0.37,-21.86,0,0,
153,35-44,Western Cape,Essential,50,0.797,0,0,94.5,44.625,1.565,1.575,58.225,82.225,-49.88,0.01,24.0,1,0,
154,25-34,Western Cape,Essential,60,-0.774,1,1,125.25,135.25,8.685,8.64125,108.25,125.3125,10.0,-0.04,17.06,0,0,
155,18-24,KwaZulu-Natal,Classic,91,0.357,1,0,124.25,119.875,7.0725,6.795,146.65,43.7875,-4.38,-0.28,-102.86,0,0,
156,35-44,Eastern Cape,Essential,49,1.88,0,0,181.25,199.125,5.720000000000001,5.50625,46.975,64.48750000000001,17.88,-0.21,17.51,0,0,
157,35-44,Free State,Plus,61,0.751,0,0,146.75,138.25,7.9725,8.332857142857142,84.5,18.8375,-8.5,0.36,-65.66,0,0,
158,25-34,KwaZulu-Natal,Essential,49,0.014,1,1,83.25,129.875,5.383333333333334,5.182857142857143,148.575,77.3625,46.62,-0.2,-71.21,0,0,
159,45-54,Western Cape,Classic,37,-0.117,1,0,153.25,143.0,4.5,3.95375,144.225,78.0625,-10.25,-0.55,-66.16,1,0,
160,45-54,KwaZulu-Natal,Essential,42,-0.138,0,0,155.5,161.875,6.1625000000000005,8.032499999999999,105.3,17.25,6.38,1.87,-88.05,0,0,
161,25-34,Limpopo,Essential,66,0.739,0,0,74.75,136.625,3.9466666666666668,4.26375,42.975,0.0,61.88,0.32,-42.98,0,0,
162,25-34,Mpumalanga,Plus,45,1.975,0,0,229.0,165.125,5.779999999999999,6.232000000000001,207.0,124.3875,-63.88,0.45,-82.61,0,0,
163,25-34,Gauteng,Classic,51,2.241,1,0,208.75,183.625,7.1225,8.80375,81.5,53.787499999999994,-25.12,1.68,-27.71,1,0,
164,35-44,Gauteng,Essential,55,-0.998,1,1,83.25,86.25,3.6174999999999997,3.4625,188.42499999999998,144.5625,3.0,-0.15,-43.86,0,0,
165,45-54,Limpopo,Executive,86,-1.076,1,1,108.5,125.875,5.835000000000001,5.87375,180.25,174.125,17.38,0.04,-6.12,0,0,
166,25-34,Western Cape,Plus,39,-1.96,0,0,77.5,52.125,5.342499999999999,4.49,45.475,27.1,-25.38,-0.85,-18.38,0,0,
167,25-34,Western Cape,Plus,40,1.038,0,0,158.25,154.125,6.4425,5.80875,0.0,0.0,-4.12,-0.63,0.0,0,0,
168,65+,Eastern Cape,Classic,50,-0.737,1,0,100.25,93.375,5.29,7.181428571428571,48.975,0.0,-6.88,1.89,-48.98,0,0,
169,55-64,Gauteng,Essential,42,-1.438,0,0,85.0,47.625,6.2125,3.50625,0.0,11.325,-37.38,-2.71,11.32,0,0,
170,25-34,Limpopo,Essential,51,0.327,1,0,105.25,148.75,8.6825,7.7325,52.275,83.175,43.5,-0.95,30.9,0,0,
171,35-44,KwaZulu-Natal,Classic,59,0.34,1,1,70.0,106.875,6.826666666666667,6.720000000000001,141.525,115.35000000000001,36.88,-0.11,-26.17,0,0,
172,45-54,Western Cape,Plus,50,1.383,0,0,132.25,182.875,7.566666666666667,7.1225,0.0,25.05,50.62,-0.44,25.05,1,0,
173,25-34,Mpumalanga,Classic,44,-0.358,0,0,88.25,79.125,5.3175,3.9,122.7,45.325,-9.12,-1.42,-77.38,0,0,
174,55-64,Gauteng,Classic,86,-0.865,0,0,71.5,47.0,5.88,4.054285714285714,167.125,127.0875,-24.5,-1.83,-40.04,0,0,
175,25-34,Mpumalanga,Essential,35,0.133,1,0,103.5,90.875,5.71,6.831428571428572,58.175,39.7125,-12.62,1.12,-18.46,0,0,
176,55-64,Mpumalanga,Classic,55,-0.828,1,1,76.5,79.375,5.3475,6.02375,76.475,136.39999999999998,2.88,0.68,59.92,0,0,
177,35-44,Mpumalanga,Essential,36,0.566,0,0,159.5,188.0,6.175,7.02875,0.0,18.5875,28.5,0.85,18.59,0,0,
178,35-44,Northern Cape,Essential,49,-0.587,1,0,108.0,82.625,1.64,1.7783333333333333,0.0,21.4125,-25.38,0.14,21.41,0,0,
179,35-44,Free State,Executive,44,-0.681,0,0,101.25,84.125,5.6625,6.6575,67.05,31.387500000000003,-17.12,1.0,-35.66,1,0,
180,35-44,Gauteng,Plus,86,-1.27,0,0,114.75,92.625,5.529999999999999,4.725,108.9,28.05,-22.12,-0.8,-80.85,0,0,
181,35-44,Gauteng,Plus,36,1.6,1,1,171.75,146.25,8.1075,8.531428571428572,80.8,108.2125,-25.5,0.42,27.41,0,0,
