member_id,week_id,channel,impressions,clicks
1021,1,social,5,0
1022,1,email,8,1
1024,1,app,3,0
1029,1,app,8,2
1035,1,email,6,0
1037,1,app,2,0
1038,1,app,3,0
1045,1,app,10,1
1047,1,app,5,0
1049,1,email,8,1
1050,1,app,8,1
1067,1,app,7,0
1068,1,email,5,0
1072,1,app,2,0
1077,1,app,1,0
1088,1,app,11,0
1095,1,app,2,0
1097,1,sms,1,0
1114,1,sms,4,0
1116,1,app,11,2
1119,1,app,6,0
1127,1,email,8,1
1136,1,app,6,1
1140,1,social,11,1
1144,1,app,4,0
1147,1,app,5,0
1148,1,app,3,0
1149,1,app,1,1
1157,1,email,2,0
1165,1,email,4,0
1167,1,app,4,0
1172,1,app,5,0
1182,1,app,1,0
1188,1,sms,4,0
1194,1,sms,9,0
1196,1,app,4,0
1198,1,app,11,0
1202,1,app,10,1
1205,1,email,8,0
1213,1,app,5,0
1216,1,app,7,1
1217,1,social,7,0
1219,1,email,1,0
1222,1,app,10,3
1230,1,app,8,0
1242,1,social,6,0
1244,1,social,11,0
1245,1,app,5,0
1252,1,email,7,0
1271,1,app,1,0
1279,1,social,4,1
1283,1,app,6,0
1289,1,app,10,0
1290,1,app,3,0
1291,1,email,5,1
1297,1,app,4,0
1298,1,sms,2,1
1304,1,app,9,1
1307,1,app,5,0
1311,1,app,1,0
1313,1,app,7,0
1320,1,app,11,0
1324,1,email,10,0
1329,1,app,1,0
1353,1,app,3,1
1354,1,email,11,0
1356,1,email,8,0
1357,1,app,2,0
1358,1,sms,7,0
1359,1,app,11,1
1360,1,app,4,0
1363,1,app,1,0
1365,1,app,4,0
1371,1,email,4,0
1375,1,app,10,1
1382,1,app,8,0
1385,1,sms,10,0
1389,1,app,3,0
1392,1,app,4,1
1393,1,app,1,0
1399,1,email,11,1
1402,1,email,3,0
1404,1,app,10,0
1407,1,email,3,0
1411,1,email,11,2
1413,1,app,10,1
1422,1,social,9,1
1423,1,app,4,1
1431,1,app,8,0
1432,1,app,3,1
1434,1,app,3,0
1440,1,email,11,3
1442,1,app,6,0
1444,1,sms,4,0
1446,1,app,1,0
1447,1,app,6,0
1448,1,app,1,0
1452,1,sms,9,0
1458,1,app,7,0
1468,1,app,1,0
1480,1,social,1,0
1485,1,app,10,0
1486,1,sms,5,0
1488,1,app,6,1
1489,1,app,1,0
1496,1,email,11,1
1500,1,app,10,1
1507,1,social,7,1
1521,1,app,9,0
1525,1,email,8,1
1539,1,app,7,0
1540,1,social,5,0
1556,1,app,9,2
1557,1,email,9,1
1560,1,app,1,0
1565,1,app,6,0
1568,1,app,3,1
1571,1,sms,4,0
1573,1,app,11,0
1582,1,app,8,0
1584,1,social,9,0
1586,1,app,5,0
1592,1,app,4,0
1598,1,app,8,0
1599,1,app,4,0
1604,1,email,3,0
1612,1,sms,4,1
1613,1,app,11,0
1628,1,app,10,0
1629,1,social,7,0
1630,1,sms,1,0
1631,1,sms,3,0
1634,1,social,5,0
1635,1,sms,1,0
1644,1,app,10,1
1646,1,app,8,1
1647,1,app,6,0
1649,1,app,7,2
1664,1,email,2,0
1665,1,social,1,0
1672,1,app,3,1
1686,1,app,8,0
1687,1,social,1,0
1688,1,social,3,0
1693,1,app,5,0
1695,1,app,2,0
1696,1,app,1,0
1709,1,email,11,1
1710,1,sms,5,0
1721,1,app,3,0
1732,1,social,2,0
1740,1,email,9,0
1752,1,sms,5,1
1759,1,app,2,0
1782,1,email,11,0
1783,1,app,6,0
1792,1,sms,9,0
1797,1,app,4,0
1806,1,app,2,0
1822,1,app,2,0
1828,1,app,6,0
1829,1,email,4,0
1830,1,app,6,0
1835,1,sms,3,0
1840,1,email,4,0
1849,1,app,3,0
1852,1,app,3,0
1860,1,app,3,0
1863,1,email,9,0
1864,1,app,10,0
1867,1,sms,4,0
1876,1,app,9,1
1882,1,social,6,0
1907,1,email,10,0
1909,1,app,3,1
1910,1,sms,9,0
1915,1,app,7,0
1921,1,app,6,1
1922,1,sms,8,1
1923,1,social,5,0
1924,1,app,11,3
1925,1,email,4,0
1926,1,sms,10,2
1927,1,email,9,3
1928,1,app,8,1
1944,1,email,2,0
1945,1,social,3,0
1954,1,email,2,0
1958,1,social,11,1
1961,1,app,3,0
1965,1,app,1,0
1975,1,email,3,0
1976,1,email,7,0
1986,1,email,1,0
1987,1,app,1,0
1988,1,email,1,0
2002,1,sms,6,1
2005,1,app,8,0
2011,1,email,11,3
2012,1,app,2,0
2015,1,sms,11,2
2026,1,app,3,1
2027,1,social,9,0
2029,1,app,1,0
2031,1,app,11,1
2034,1,sms,6,0
2035,1,app,9,0
2037,1,app,2,0
2043,1,app,4,0
2049,1,sms,7,1
2051,1,sms,10,0
2053,1,app,9,0
2059,1,social,10,1
2062,1,social,9,1
2074,1,sms,10,1
2077,1,app,8,0
2080,1,app,4,0
2083,1,app,1,0
2091,1,app,9,1
2094,1,app,10,0
2099,1,email,4,0
2102,1,email,7,0
2106,1,email,6,0
2107,1,social,5,1
2111,1,sms,7,0
2113,1,email,3,0
2117,1,email,11,0
2118,1,app,5,1
2119,1,app,4,0
2125,1,sms,3,0
2127,1,email,8,0
2135,1,app,9,1
2141,1,email,8,0
2144,1,app,3,0
2150,1,social,6,1
2155,1,app,9,0
2161,1,sms,10,1
2169,1,app,5,0
2171,1,email,9,1
2175,1,app,11,0
2179,1,email,5,0
2183,1,email,3,0
2188,1,app,1,1
2197,1,app,10,1
2203,1,social,7,0
2209,1,app,9,0
2213,1,social,1,0
2217,1,social,1,0
2223,1,app,2,0
2227,1,sms,8,0
2242,1,email,8,0
2252,1,app,9,1
2254,1,app,1,0
2255,1,app,4,0
2259,1,app,5,1
2260,1,email,6,1
2261,1,app,3,0
2266,1,app,4,1
2267,1,app,8,1
2268,1,app,6,0
2270,1,app,4,0
2273,1,email,5,0
2279,1,sms,2,0
2296,1,email,5,1
2306,1,email,1,0
2309,1,app,4,0
2310,1,app,3,0
2316,1,app,9,0
2321,1,sms,6,0
2322,1,email,3,0
2329,1,app,4,0
2331,1,app,7,0
2345,1,app,7,1
2352,1,email,2,0
2361,1,app,7,1
2367,1,app,1,0
2369,1,app,5,0
2370,1,email,9,0
2378,1,social,1,0
2379,1,app,5,2
2383,1,app,1,0
2395,1,email,11,1
2400,1,app,10,0
2402,1,email,8,1
2404,1,social,8,1
2406,1,app,6,1
2407,1,sms,8,0
2413,1,sms,6,0
2418,1,app,3,0
2421,1,email,8,0
2422,1,app,6,0
2427,1,app,6,0
2430,1,email,10,1
2433,1,app,7,0
2441,1,social,10,0
2442,1,app,6,1
2444,1,app,10,2
2457,1,app,1,0
2459,1,sms,8,1
2460,1,app,4,1
2462,1,app,7,0
2464,1,app,2,0
2474,1,social,4,0
2475,1,social,6,1
2482,1,sms,2,0
2489,1,app,7,0
2490,1,app,7,0
2493,1,app,10,0
2498,1,email,1,1
2501,1,email,4,0
2503,1,email,1,0
2507,1,app,8,1
2511,1,app,8,2
2526,1,app,4,0
2540,1,email,4,0
2544,1,app,6,0
2549,1,app,2,1
2557,1,app,3,1
2558,1,email,11,0
2561,1,email,8,1
2567,1,sms,2,0
2571,1,email,11,0
2584,1,social,4,1
2591,1,app,5,1
2597,1,sms,7,1
2602,1,email,8,0
2604,1,app,9,1
2605,1,email,10,0
2609,1,email,4,0
2610,1,app,4,0
2612,1,email,6,0
2613,1,app,10,0
2615,1,app,7,1
2616,1,app,4,0
2617,1,app,1,1
2618,1,app,8,0
2622,1,email,10,0
2626,1,sms,9,0
2631,1,email,4,0
2633,1,sms,1,0
2639,1,sms,1,0
2650,1,email,10,1
2655,1,app,7,1
2657,1,app,3,0
2662,1,app,3,0
2663,1,social,1,0
2665,1,sms,2,0
2666,1,app,9,1
2667,1,sms,1,0
2673,1,email,4,0
2681,1,app,9,1
2691,1,sms,4,1
2693,1,social,8,0
2694,1,app,2,0
2708,1,email,3,1
2711,1,app,9,0
2713,1,email,5,1
2714,1,sms,6,0
2716,1,app,7,0
2730,1,app,2,0
2734,1,email,11,1
2736,1,app,3,0
2739,1,app,4,0
2744,1,app,11,0
2745,1,email,4,1
2748,1,email,8,0
2750,1,email,7,0
2755,1,app,5,0
2764,1,app,8,2
2768,1,sms,5,0
2771,1,app,7,0
2772,1,app,5,0
2776,1,app,6,0
2779,1,app,2,0
2780,1,email,8,1
2789,1,app,4,0
2795,1,app,3,0
2800,1,email,5,0
2802,1,app,5,0
2810,1,app,2,0
2820,1,app,2,0
2832,1,sms,9,0
2835,1,social,5,0
2839,1,app,9,0
2842,1,sms,11,0
2843,1,email,7,0
2845,1,app,6,2
2847,1,app,9,0
2849,1,app,5,1
2864,1,social,7,0
2873,1,app,2,0
2875,1,email,1,0
2876,1,app,4,0
2883,1,sms,4,1
2885,1,app,3,0
2886,1,email,3,0
2899,1,email,7,0
2900,1,app,2,0
2909,1,app,1,0
2915,1,email,1,0
2917,1,app,6,0
2923,1,social,1,0
2930,1,email,5,0
2938,1,email,7,0
2943,1,app,8,0
2953,1,app,9,0
2955,1,sms,5,0
2958,1,app,2,0
2959,1,social,10,0
2962,1,email,6,0
2964,1,app,11,2
2967,1,email,6,0
2969,1,app,11,2
2975,1,app,5,0
2978,1,email,10,0
2979,1,app,5,0
2985,1,app,1,0
2989,1,app,7,0
2991,1,app,2,0
2992,1,app,7,1
2998,1,app,3,1
2999,1,app,8,0
3003,1,email,11,0
3007,1,app,8,1
3009,1,email,4,2
3010,1,app,11,0
3012,1,app,10,0
3015,1,app,7,0
3025,1,email,2,2
3030,1,email,7,0
3033,1,app,6,0
3036,1,app,9,0
3041,1,social,8,0
3043,1,email,2,0
3045,1,app,7,1
3055,1,app,8,0
3056,1,app,2,0
3058,1,app,5,0
3063,1,email,7,0
3069,1,app,8,0
3074,1,social,3,0
3076,1,social,8,1
3079,1,sms,5,0
3085,1,app,6,1
3086,1,sms,2,0
3087,1,social,7,0
3096,1,app,3,0
3098,1,app,3,0
3100,1,social,2,0
3101,1,app,7,0
3106,1,app,8,2
3111,1,app,11,2
3114,1,email,9,1
3122,1,app,8,0
3125,1,app,11,1
3143,1,app,5,0
3147,1,email,1,0
3152,1,email,11,1
3154,1,app,1,0
3156,1,sms,1,1
3157,1,app,9,3
3165,1,sms,8,0
3177,1,email,10,1
3179,1,sms,11,0
3181,1,app,7,0
3188,1,social,9,0
3194,1,app,4,1
3199,1,app,1,0
3201,1,app,11,1
3208,1,sms,7,1
3214,1,sms,9,1
3216,1,app,8,0
3220,1,app,10,2
3222,1,app,8,0
3223,1,email,4,0
3229,1,app,6,1
3237,1,email,8,1
3242,1,social,4,0
3247,1,app,6,1
3248,1,social,5,1
3257,1,sms,11,0
3264,1,app,10,0
3267,1,app,7,0
3291,1,app,5,0
3299,1,app,1,0
3306,1,email,10,0
3309,1,app,7,1
3311,1,email,5,0
3326,1,app,1,0
3330,1,app,11,1
3332,1,sms,10,0
3337,1,email,9,1
3346,1,app,1,0
3347,1,email,4,0
3349,1,app,9,0
3359,1,sms,11,0
3366,1,social,9,0
3367,1,sms,10,1
3370,1,app,11,1
3376,1,app,2,1
3385,1,app,8,1
3389,1,sms,4,0
3397,1,email,8,0
3400,1,app,3,0
3401,1,social,7,1
3405,1,app,11,1
3412,1,email,6,1
3420,1,app,6,0
3422,1,sms,4,0
3423,1,app,6,0
3426,1,app,3,0
3427,1,email,8,1
3429,1,social,1,0
3442,1,app,2,0
3444,1,app,8,0
3446,1,email,5,0
3454,1,social,1,0
3459,1,email,9,3
3461,1,social,6,0
3465,1,app,8,0
3469,1,social,5,0
3473,1,app,5,0
3478,1,app,8,1
3479,1,sms,9,1
3496,1,email,7,2
3503,1,app,3,0
3505,1,app,1,0
3509,1,sms,3,0
3511,1,app,11,0
3513,1,app,7,1
3518,1,app,3,0
3520,1,email,2,0
3540,1,sms,11,1
3544,1,email,8,1
3546,1,sms,9,1
3549,1,app,10,1
3561,1,email,1,1
3577,1,social,9,1
3579,1,app,2,0
3581,1,app,7,0
3585,1,sms,3,0
3588,1,app,8,1
3589,1,sms,4,1
3591,1,app,3,0
3593,1,app,2,0
3597,1,app,7,1
3599,1,app,10,1
3605,1,sms,2,0
3606,1,app,4,1
3626,1,app,2,0
3629,1,app,11,0
3637,1,app,7,0
3638,1,email,7,1
3641,1,app,8,0
3643,1,social,8,0
3651,1,email,8,2
3653,1,email,1,0
3656,1,app,4,1
3658,1,app,2,0
3661,1,app,4,0
3665,1,app,9,1
3672,1,app,9,0
3674,1,social,10,1
3679,1,app,4,1
3681,1,email,10,0
3682,1,app,2,0
3684,1,app,7,1
3695,1,email,9,0
3697,1,email,8,0
3699,1,sms,11,2
3702,1,email,3,1
3704,1,email,2,1
3706,1,app,5,0
3714,1,app,1,1
3718,1,email,4,0
3721,1,app,4,0
3736,1,app,5,1
3740,1,email,8,1
3745,1,app,9,0
3746,1,email,7,0
3747,1,app,9,0
3748,1,sms,5,0
3751,1,email,10,1
3753,1,app,9,0
3756,1,social,9,0
3767,1,sms,2,0
3776,1,app,4,0
3778,1,app,9,1
3779,1,app,11,0
3786,1,app,8,0
3802,1,sms,11,0
3813,1,app,2,0
3815,1,email,8,1
3818,1,sms,9,2
3822,1,app,5,0
3828,1,sms,2,0
3844,1,app,3,0
3856,1,app,9,1
3859,1,social,5,1
3861,1,app,9,2
3869,1,sms,2,0
3884,1,app,4,0
3886,1,email,4,0
3887,1,social,7,0
3899,1,email,6,0
3901,1,app,3,0
3905,1,email,1,0
3906,1,app,5,0
3918,1,email,8,0
3923,1,app,9,1
3926,1,app,4,0
3929,1,app,9,0
3937,1,email,3,0
3951,1,email,11,0
3958,1,email,5,0
3960,1,app,11,0
3964,1,sms,7,0
3966,1,app,3,0
3969,1,email,2,0
3970,1,social,5,0
3974,1,app,2,0
3975,1,app,8,0
3978,1,app,9,0
3984,1,app,6,2
3987,1,social,10,1
3990,1,sms,11,0
4005,1,email,2,0
4011,1,app,7,1
4012,1,sms,6,1
4016,1,app,8,2
4021,1,app,9,0
4022,1,app,2,0
4023,1,app,2,0
4025,1,app,4,0
4030,1,app,3,0
4037,1,social,1,0
4039,1,email,4,0
4042,1,app,2,0
4048,1,app,11,1
4050,1,app,8,1
4055,1,app,8,0
4066,1,email,6,0
4082,1,app,9,1
4088,1,email,4,1
4094,1,email,3,0
4095,1,app,9,0
4102,1,app,3,0
4105,1,sms,1,0
4106,1,app,2,0
4110,1,app,11,0
4111,1,email,2,0
4114,1,app,4,0
4121,1,app,8,0
4124,1,email,10,1
4132,1,app,6,0
4141,1,social,10,0
4142,1,app,3,0
4147,1,app,1,0
4148,1,social,1,0
4149,1,social,7,0
4151,1,app,4,0
4152,1,social,9,1
4156,1,app,4,0
4159,1,app,3,0
4161,1,app,5,0
4165,1,social,4,0
4166,1,email,9,1
4170,1,app,6,0
4172,1,email,7,1
4174,1,email,6,0
4180,1,sms,6,0
4181,1,app,7,0
4191,1,social,2,0
4197,1,app,2,0
4200,1,email,4,1
4201,1,social,1,0
4210,1,app,1,0
4211,1,email,7,0
4212,1,sms,1,1
4215,1,email,3,1
4217,1,email,1,0
4223,1,app,7,0
4224,1,app,2,0
4226,1,email,2,0
4229,1,social,3,0
4233,1,email,7,0
4235,1,social,3,0
4240,1,app,6,1
4246,1,email,11,0
4249,1,email,7,3
4250,1,sms,7,0
4251,1,sms,10,0
4256,1,social,5,0
4262,1,email,5,0
4265,1,sms,4,0
4272,1,app,2,0
4277,1,email,7,1
4281,1,email,8,0
4286,1,email,6,1
4289,1,email,8,0
4296,1,app,3,0
4308,1,app,1,0
4319,1,sms,1,0
4330,1,social,11,0
4333,1,social,9,2
4339,1,app,5,1
4340,1,sms,5,0
4344,1,email,9,1
4346,1,social,7,0
4347,1,app,9,1
4361,1,email,10,0
4363,1,app,6,0
4365,1,app,11,1
4369,1,app,5,0
4379,1,email,1,0
4384,1,app,10,3
4388,1,sms,9,1
4396,1,app,3,0
4397,1,sms,10,0
4404,1,app,1,0
4406,1,sms,7,0
4408,1,email,1,0
4410,1,social,3,0
4411,1,email,5,0
4415,1,social,9,0
4425,1,social,11,0
4440,1,email,11,0
4443,1,app,5,0
4448,1,app,3,0
4454,1,email,8,0
4455,1,app,5,0
4464,1,email,6,0
4466,1,app,1,0
4474,1,app,1,0
4477,1,email,4,0
4479,1,social,3,0
4482,1,app,11,1
4484,1,social,1,0
4486,1,app,7,0
4491,1,sms,1,0
4497,1,app,10,1
4509,1,email,2,0
4510,1,email,4,0
4515,1,email,7,0
4516,1,sms,10,1
4517,1,app,11,2
4519,1,email,5,0
4522,1,app,1,0
4523,1,app,4,0
4524,1,app,5,0
4526,1,sms,2,1
4540,1,app,5,0
4547,1,sms,3,0
4548,1,app,4,0
4552,1,app,4,0
4581,1,app,9,1
4583,1,email,9,0
4588,1,social,7,0
4591,1,email,10,0
4592,1,email,3,1
4598,1,app,7,0
4599,1,app,5,0
4616,1,email,6,0
4625,1,app,2,0
4629,1,app,10,0
4631,1,app,7,0
4633,1,social,1,0
4634,1,email,8,0
4658,1,app,10,0
4672,1,app,5,1
4678,1,app,1,0
4681,1,app,3,0
4682,1,email,8,1
4683,1,app,1,0
4684,1,app,6,1
4685,1,email,10,1
4696,1,email,6,0
4697,1,app,5,0
4705,1,app,9,0
4717,1,app,9,0
4718,1,app,11,0
4719,1,app,2,0
4727,1,email,8,2
4729,1,app,1,0
4737,1,social,7,1
4739,1,email,2,0
4740,1,sms,6,0
4745,1,email,9,1
4748,1,app,7,0
4753,1,app,7,2
4760,1,app,9,0
4761,1,social,7,1
4762,1,email,10,2
4771,1,email,3,0
4776,1,sms,9,0
4780,1,app,10,2
4782,1,app,4,0
4783,1,app,3,0
4785,1,app,4,0
4792,1,app,9,1
4794,1,app,3,0
4800,1,email,4,1
4803,1,app,1,0
4808,1,app,5,1
4811,1,email,9,1
4815,1,email,7,1
4816,1,app,7,1
4819,1,sms,3,0
4822,1,social,5,0
4823,1,app,4,0
4824,1,app,9,0
4829,1,app,4,1
4830,1,email,9,1
4831,1,app,3,0
4833,1,app,11,1
4838,1,app,8,1
4841,1,social,7,1
4842,1,app,2,1
4843,1,app,8,1
4846,1,app,1,0
4850,1,app,8,1
4851,1,email,6,1
4857,1,app,3,0
4860,1,sms,9,1
4864,1,app,11,2
4866,1,app,1,0
4867,1,sms,9,1
4869,1,social,1,0
4876,1,email,5,0
4884,1,app,6,0
4885,1,email,1,0
4887,1,app,10,0
4889,1,social,3,0
4901,1,email,10,0
4910,1,app,3,0
4914,1,email,11,0
4916,1,app,5,0
4917,1,sms,11,2
4925,1,email,8,0
4926,1,app,5,0
4928,1,app,11,1
4930,1,email,8,1
4931,1,sms,8,0
4945,1,app,9,1
4959,1,app,2,0
4964,1,sms,1,0
4968,1,app,6,0
4970,1,app,7,0
4973,1,app,8,1
4982,1,app,11,2
4993,1,email,3,0
4996,1,email,8,0
5003,1,email,9,2
5009,1,email,6,0
5017,1,app,3,0
5021,1,email,7,1
5034,1,app,9,0
5036,1,app,9,0
5041,1,email,9,2
5042,1,app,7,0
5046,1,app,6,0
5048,1,app,9,0
5054,1,app,4,1
5055,1,sms,3,0
5057,1,app,11,0
5068,1,email,1,0
5069,1,email,5,1
5071,1,social,10,1
5072,1,app,11,0
5083,1,app,8,1
5089,1,app,7,0
5092,1,app,7,0
5093,1,email,6,0
5104,1,email,11,0
5115,1,app,2,0
5123,1,app,3,0
5126,1,app,4,1
5130,1,app,3,0
5132,1,social,7,2
5133,1,email,9,0
5135,1,app,7,1
5139,1,app,1,0
5144,1,app,2,0
5146,1,app,8,1
5149,1,email,4,0
5156,1,social,5,1
5173,1,sms,3,0
5177,1,app,11,1
5179,1,email,3,1
5183,1,sms,10,1
5185,1,app,2,1
5191,1,email,8,0
5193,1,email,10,0
5196,1,app,5,0
5199,1,email,5,0
5200,1,email,5,1
5209,1,app,7,0
5210,1,email,8,2
5214,1,sms,7,1
5231,1,app,11,0
5237,1,app,4,0
5246,1,sms,1,0
5248,1,app,7,0
5254,1,app,7,0
5262,1,email,9,0
5263,1,email,5,0
5266,1,app,10,1
5272,1,app,3,1
5282,1,app,5,1
5283,1,app,10,1
5289,1,social,1,0
5298,1,social,10,1
5300,1,app,6,0
5301,1,social,10,2
5307,1,app,11,1
5310,1,email,3,0
5313,1,app,7,0
5323,1,app,6,1
5333,1,app,11,0
5334,1,email,8,1
5335,1,app,2,0
5341,1,app,10,1
5347,1,app,9,0
5361,1,app,5,0
5372,1,email,6,0
5380,1,social,7,1
5390,1,app,8,2
5393,1,email,9,0
5399,1,social,3,0
5400,1,sms,6,0
5403,1,app,1,0
5409,1,app,1,0
5416,1,app,7,0
5418,1,sms,6,0
5423,1,email,3,0
5426,1,app,10,3
5431,1,app,1,0
5434,1,app,9,0
5443,1,app,4,1
5451,1,app,7,2
5452,1,app,6,0
5463,1,email,1,1
5464,1,social,5,0
5465,1,sms,4,1
5466,1,app,4,1
5467,1,email,3,1
5469,1,email,8,0
5473,1,app,7,0
5480,1,app,2,0
5483,1,app,11,1
5484,1,app,9,0
5485,1,app,10,0
5487,1,app,7,0
5488,1,sms,7,0
5498,1,app,10,0
5520,1,app,7,0
5529,1,app,7,0
5530,1,app,11,0
5531,1,email,9,0
5541,1,email,2,0
5546,1,social,9,0
5553,1,app,2,0
5554,1,app,3,0
5565,1,email,3,1
5569,1,app,6,0
5572,1,app,7,0
5573,1,app,1,0
5579,1,sms,1,0
5581,1,app,6,0
5582,1,sms,8,0
5583,1,email,1,0
5584,1,app,9,0
5597,1,social,9,0
5598,1,app,2,2
5601,1,email,1,0
5605,1,app,7,0
5607,1,email,5,0
5611,1,app,4,0
5612,1,sms,11,1
5614,1,email,10,2
5615,1,social,11,0
5621,1,app,1,0
5625,1,email,4,0
5630,1,email,4,0
5632,1,email,4,1
5642,1,app,11,2
5658,1,app,4,0
5663,1,app,5,1
5669,1,app,7,0
5674,1,app,11,0
5677,1,app,8,0
5688,1,email,11,2
5694,1,app,2,1
5703,1,social,7,0
5705,1,email,6,1
5706,1,app,9,0
5707,1,email,9,2
5720,1,app,5,1
5721,1,social,5,0
5728,1,email,9,0
5731,1,app,4,0
5734,1,email,5,0
5742,1,app,6,1
5746,1,app,8,0
5755,1,email,11,0
5756,1,app,3,0
5758,1,sms,3,0
5764,1,app,6,0
5773,1,app,6,0
5778,1,app,5,0
5781,1,app,1,0
5789,1,app,5,0
5807,1,sms,11,0
5809,1,social,3,0
5811,1,app,7,0
5813,1,app,6,1
5819,1,app,9,0
5831,1,app,4,1
5841,1,email,4,1
5842,1,app,2,0
5853,1,email,5,0
5859,1,app,8,0
5863,1,app,1,0
5865,1,app,6,2
5873,1,app,9,1
5874,1,app,2,0
5875,1,social,6,1
5877,1,app,1,1
5881,1,email,11,0
5884,1,app,5,0
5891,1,app,3,0
5897,1,email,5,0
5898,1,app,3,0
5900,1,app,4,0
5903,1,email,2,0
5915,1,app,7,0
5921,1,sms,8,1
5924,1,social,3,0
5927,1,email,6,0
5938,1,app,3,0
5947,1,email,1,0
5948,1,app,11,1
5949,1,email,6,0
5950,1,social,5,0
5952,1,app,7,0
5956,1,app,6,0
5957,1,sms,8,0
5967,1,app,3,0
5970,1,app,1,0
5991,1,social,8,1
5994,1,app,2,0
6000,1,app,6,0
6009,1,email,7,0
6010,1,email,10,1
6013,1,app,11,3
6015,1,email,10,3
6018,1,app,8,0
6031,1,email,3,0
6032,1,email,9,1
6037,1,email,3,1
6040,1,app,10,0
6045,1,app,2,0
