member_id,event_date,reward_id,event_type,points_spent
397,2025-10-20,1,eligible,0
398,2025-10-20,1,eligible,0
400,2025-10-20,1,eligible,0
401,2025-10-20,1,eligible,0
402,2025-10-20,1,eligible,0
403,2025-10-20,1,eligible,0
404,2025-10-20,1,eligible,0
406,2025-10-20,1,eligible,0
407,2025-10-20,1,eligible,0
410,2025-10-20,1,eligible,0
412,2025-10-20,1,eligible,0
414,2025-10-20,1,eligible,0
415,2025-10-20,1,eligible,0
418,2025-10-20,1,eligible,0
421,2025-10-20,1,eligible,0
424,2025-10-20,1,eligible,0
425,2025-10-20,1,eligible,0
430,2025-10-20,1,eligible,0
431,2025-10-20,1,eligible,0
434,2025-10-20,1,eligible,0
437,2025-10-20,1,eligible,0
438,2025-10-20,1,eligible,0
439,2025-10-20,1,eligible,0
441,2025-10-20,1,eligible,0
442,2025-10-20,1,eligible,0
446,2025-10-20,1,eligible,0
449,2025-10-20,1,eligible,0
451,2025-10-20,1,eligible,0
453,2025-10-20,1,eligible,0
454,2025-10-20,1,eligible,0
456,2025-10-20,1,eligible,0
459,2025-10-20,1,eligible,0
461,2025-10-20,1,eligible,0
462,2025-10-20,1,eligible,0
464,2025-10-20,1,eligible,0
469,2025-10-20,1,eligible,0
471,2025-10-20,1,eligible,0
472,2025-10-20,1,eligible,0
474,2025-10-20,1,eligible,0
476,2025-10-20,1,eligible,0
478,2025-10-20,1,eligible,0
484,2025-10-20,1,eligible,0
485,2025-10-20,1,eligible,0
487,2025-10-20,1,eligible,0
497,2025-10-20,1,eligible,0
499,2025-10-20,1,eligible,0
500,2025-10-20,1,eligible,0
501,2025-10-20,1,eligible,0
502,2025-10-20,1,eligible,0
503,2025-10-20,1,eligible,0
504,2025-10-20,1,eligible,0
505,2025-10-20,1,eligible,0
507,2025-10-20,1,eligible,0
508,2025-10-20,1,eligible,0
514,2025-10-20,1,eligible,0
515,2025-10-20,1,eligible,0
516,2025-10-20,1,eligible,0
519,2025-10-20,1,eligible,0
520,2025-10-20,1,eligible,0
523,2025-10-20,1,eligible,0
524,2025-10-20,1,eligible,0
526,2025-10-20,1,eligible,0
528,2025-10-20,1,eligible,0
531,2025-10-20,1,eligible,0
537,2025-10-20,1,eligible,0
543,2025-10-20,1,eligible,0
545,2025-10-20,1,eligible,0
546,2025-10-20,1,eligible,0
547,2025-10-20,1,eligible,0
549,2025-10-20,1,eligible,0
553,2025-10-20,1,eligible,0
555,2025-10-20,1,eligible,0
557,2025-10-20,1,eligible,0
558,2025-10-20,1,eligible,0
559,2025-10-20,1,eligible,0
561,2025-10-20,1,eligible,0
564,2025-10-20,1,eligible,0
566,2025-10-20,1,eligible,0
568,2025-10-20,1,eligible,0
569,2025-10-20,1,eligible,0
571,2025-10-20,1,eligible,0
580,2025-10-20,1,eligible,0
581,2025-10-20,1,eligible,0
582,2025-10-20,1,eligible,0
586,2025-10-20,1,eligible,0
589,2025-10-20,1,eligible,0
593,2025-10-20,1,eligible,0
594,2025-10-20,1,eligible,0
595,2025-10-20,1,eligible,0
597,2025-10-20,1,eligible,0
598,2025-10-20,1,eligible,0
601,2025-10-20,1,eligible,0
602,2025-10-20,1,eligible,0
604,2025-10-20,1,eligible,0
607,2025-10-20,1,eligible,0
609,2025-10-20,1,eligible,0
610,2025-10-20,1,eligible,0
611,2025-10-20,1,eligible,0
615,2025-10-20,1,eligible,0
618,2025-10-20,1,eligible,0
622,2025-10-20,1,eligible,0
623,2025-10-20,1,eligible,0
628,2025-10-20,1,eligible,0
629,2025-10-20,1,eligible,0
635,2025-10-20,1,eligible,0
636,2025-10-20,1,eligible,0
638,2025-10-20,1,eligible,0
642,2025-10-20,1,eligible,0
643,2025-10-20,1,eligible,0
645,2025-10-20,1,eligible,0
646,2025-10-20,1,eligible,0
647,2025-10-20,1,eligible,0
648,2025-10-20,1,eligible,0
650,2025-10-20,1,eligible,0
651,2025-10-20,1,eligible,0
652,2025-10-20,1,eligible,0
654,2025-10-20,1,eligible,0
656,2025-10-20,1,eligible,0
657,2025-10-20,1,eligible,0
659,2025-10-20,1,eligible,0
662,2025-10-20,1,eligible,0
663,2025-10-20,1,eligible,0
667,2025-10-20,1,eligible,0
668,2025-10-20,1,eligible,0
669,2025-10-20,1,eligible,0
672,2025-10-20,1,eligible,0
673,2025-10-20,1,eligible,0
677,2025-10-20,1,eligible,0
678,2025-10-20,1,eligible,0
688,2025-10-20,1,eligible,0
689,2025-10-20,1,eligible,0
692,2025-10-20,1,eligible,0
694,2025-10-20,1,eligible,0
695,2025-10-20,1,eligible,0
696,2025-10-20,1,eligible,0
700,2025-10-20,1,eligible,0
701,2025-10-20,1,eligible,0
702,2025-10-20,1,eligible,0
705,2025-10-20,1,eligible,0
706,2025-10-20,1,eligible,0
707,2025-10-20,1,eligible,0
710,2025-10-20,1,eligible,0
712,2025-10-20,1,eligible,0
713,2025-10-20,1,eligible,0
716,2025-10-20,1,eligible,0
718,2025-10-20,1,eligible,0
719,2025-10-20,1,eligible,0
720,2025-10-20,1,eligible,0
721,2025-10-20,1,eligible,0
722,2025-10-20,1,eligible,0
723,2025-10-20,1,eligible,0
724,2025-10-20,1,eligible,0
725,2025-10-20,1,eligible,0
726,2025-10-20,1,eligible,0
732,2025-10-20,1,eligible,0
734,2025-10-20,1,eligible,0
736,2025-10-20,1,eligible,0
737,2025-10-20,1,eligible,0
740,2025-10-20,1,eligible,0
741,2025-10-20,1,eligible,0
742,2025-10-20,1,eligible,0
743,2025-10-20,1,eligible,0
745,2025-10-20,1,eligible,0
748,2025-10-20,1,eligible,0
755,2025-10-20,1,eligible,0
756,2025-10-20,1,eligible,0
757,2025-10-20,1,eligible,0
758,2025-10-20,1,eligible,0
759,2025-10-20,1,eligible,0
763,2025-10-20,1,eligible,0
764,2025-10-20,1,eligible,0
766,2025-10-20,1,eligible,0
769,2025-10-20,1,eligible,0
770,2025-10-20,1,eligible,0
771,2025-10-20,1,eligible,0
772,2025-10-20,1,eligible,0
774,2025-10-20,1,eligible,0
775,2025-10-20,1,eligible,0
776,2025-10-20,1,eligible,0
777,2025-10-20,1,eligible,0
780,2025-10-20,1,eligible,0
782,2025-10-20,1,eligible,0
783,2025-10-20,1,eligible,0
784,2025-10-20,1,eligible,0
785,2025-10-20,1,eligible,0
786,2025-10-20,1,eligible,0
787,2025-10-20,1,eligible,0
788,2025-10-20,1,eligible,0
790,2025-10-20,1,eligible,0
797,2025-10-20,1,eligible,0
798,2025-10-20,1,eligible,0
800,2025-10-20,1,eligible,0
801,2025-10-20,1,eligible,0
802,2025-10-20,1,eligible,0
803,2025-10-20,1,eligible,0
808,2025-10-20,1,eligible,0
810,2025-10-20,1,eligible,0
811,2025-10-20,1,eligible,0
812,2025-10-20,1,eligible,0
813,2025-10-20,1,eligible,0
814,2025-10-20,1,eligible,0
815,2025-10-20,1,eligible,0
816,2025-10-20,1,eligible,0
817,2025-10-20,1,eligible,0
818,2025-10-20,1,eligible,0
821,2025-10-20,1,eligible,0
822,2025-10-20,1,eligible,0
823,2025-10-20,1,eligible,0
824,2025-10-20,1,eligible,0
825,2025-10-20,1,eligible,0
826,2025-10-20,1,eligible,0
828,2025-10-20,1,eligible,0
834,2025-10-20,1,eligible,0
836,2025-10-20,1,eligible,0
840,2025-10-20,1,eligible,0
844,2025-10-20,1,eligible,0
845,2025-10-20,1,eligible,0
847,2025-10-20,1,eligible,0
851,2025-10-20,1,eligible,0
853,2025-10-20,1,eligible,0
856,2025-10-20,1,eligible,0
861,2025-10-20,1,eligible,0
862,2025-10-20,1,eligible,0
863,2025-10-20,1,eligible,0
864,2025-10-20,1,eligible,0
865,2025-10-20,1,eligible,0
866,2025-10-20,1,eligible,0
867,2025-10-20,1,eligible,0
868,2025-10-20,1,eligible,0
869,2025-10-20,1,eligible,0
871,2025-10-20,1,eligible,0
872,2025-10-20,1,eligible,0
873,2025-10-20,1,eligible,0
875,2025-10-20,1,eligible,0
876,2025-10-20,1,eligible,0
878,2025-10-20,1,eligible,0
880,2025-10-20,1,eligible,0
881,2025-10-20,1,eligible,0
884,2025-10-20,1,eligible,0
886,2025-10-20,1,eligible,0
890,2025-10-20,1,eligible,0
892,2025-10-20,1,eligible,0
896,2025-10-20,1,eligible,0
899,2025-10-20,1,eligible,0
902,2025-10-20,1,eligible,0
903,2025-10-20,1,eligible,0
904,2025-10-20,1,eligible,0
907,2025-10-20,1,eligible,0
908,2025-10-20,1,eligible,0
909,2025-10-20,1,eligible,0
911,2025-10-20,1,eligible,0
913,2025-10-20,1,eligible,0
917,2025-10-20,1,eligible,0
921,2025-10-20,1,eligible,0
922,2025-10-20,1,eligible,0
923,2025-10-20,1,eligible,0
925,2025-10-20,1,eligible,0
930,2025-10-20,1,eligible,0
933,2025-10-20,1,eligible,0
934,2025-10-20,1,eligible,0
935,2025-10-20,1,eligible,0
937,2025-10-20,1,eligible,0
941,2025-10-20,1,eligible,0
942,2025-10-20,1,eligible,0
946,2025-10-20,1,eligible,0
947,2025-10-20,1,eligible,0
948,2025-10-20,1,eligible,0
949,2025-10-20,1,eligible,0
950,2025-10-20,1,eligible,0
952,2025-10-20,1,eligible,0
953,2025-10-20,1,eligible,0
955,2025-10-20,1,eligible,0
956,2025-10-20,1,eligible,0
958,2025-10-20,1,eligible,0
960,2025-10-20,1,eligible,0
961,2025-10-20,1,eligible,0
963,2025-10-20,1,eligible,0
965,2025-10-20,1,eligible,0
966,2025-10-20,1,eligible,0
967,2025-10-20,1,eligible,0
968,2025-10-20,1,eligible,0
969,2025-10-20,1,eligible,0
972,2025-10-20,1,eligible,0
973,2025-10-20,1,eligible,0
974,2025-10-20,1,eligible,0
975,2025-10-20,1,eligible,0
976,2025-10-20,1,eligible,0
977,2025-10-20,1,eligible,0
978,2025-10-20,1,eligible,0
980,2025-10-20,1,eligible,0
981,2025-10-20,1,eligible,0
982,2025-10-20,1,eligible,0
984,2025-10-20,1,eligible,0
985,2025-10-20,1,eligible,0
986,2025-10-20,1,eligible,0
987,2025-10-20,1,eligible,0
988,2025-10-20,1,eligible,0
989,2025-10-20,1,eligible,0
990,2025-10-20,1,eligible,0
991,2025-10-20,1,eligible,0
992,2025-10-20,1,eligible,0
993,2025-10-20,1,eligible,0
996,2025-10-20,1,eligible,0
999,2025-10-20,1,eligible,0
1001,2025-10-20,1,eligible,0
1002,2025-10-20,1,eligible,0
1004,2025-10-20,1,eligible,0
1006,2025-10-20,1,eligible,0
1009,2025-10-20,1,eligible,0
1013,2025-10-20,1,eligible,0
1014,2025-10-20,1,eligible,0
1017,2025-10-20,1,eligible,0
1018,2025-10-20,1,eligible,0
1020,2025-10-20,1,eligible,0
1024,2025-10-20,1,eligible,0
1029,2025-10-20,1,eligible,0
1030,2025-10-20,1,eligible,0
1034,2025-10-20,1,eligible,0
1036,2025-10-20,1,eligible,0
1038,2025-10-20,1,eligible,0
1040,2025-10-20,1,eligible,0
1041,2025-10-20,1,eligible,0
1043,2025-10-20,1,eligible,0
1046,2025-10-20,1,eligible,0
1047,2025-10-20,1,eligible,0
1048,2025-10-20,1,eligible,0
1050,2025-10-20,1,eligible,0
1052,2025-10-20,1,eligible,0
1054,2025-10-20,1,eligible,0
1061,2025-10-20,1,eligible,0
1062,2025-10-20,1,eligible,0
1068,2025-10-20,1,eligible,0
1069,2025-10-20,1,eligible,0
1072,2025-10-20,1,eligible,0
1073,2025-10-20,1,eligible,0
1074,2025-10-20,1,eligible,0
1075,2025-10-20,1,eligible,0
1077,2025-10-20,1,eligible,0
1078,2025-10-20,1,eligible,0
1079,2025-10-20,1,eligible,0
1080,2025-10-20,1,eligible,0
1081,2025-10-20,1,eligible,0
1082,2025-10-20,1,eligible,0
1083,2025-10-20,1,eligible,0
1087,2025-10-20,1,eligible,0
1088,2025-10-20,1,eligible,0
1089,2025-10-20,1,eligible,0
1090,2025-10-20,1,eligible,0
1092,2025-10-20,1,eligible,0
1095,2025-10-20,1,eligible,0
1097,2025-10-20,1,eligible,0
1098,2025-10-20,1,eligible,0
1099,2025-10-20,1,eligible,0
1100,2025-10-20,1,eligible,0
1101,2025-10-20,1,eligible,0
1103,2025-10-20,1,eligible,0
1108,2025-10-20,1,eligible,0
1109,2025-10-20,1,eligible,0
1112,2025-10-20,1,eligible,0
1117,2025-10-20,1,eligible,0
1118,2025-10-20,1,eligible,0
1119,2025-10-20,1,eligible,0
1121,2025-10-20,1,eligible,0
1124,2025-10-20,1,eligible,0
1125,2025-10-20,1,eligible,0
1126,2025-10-20,1,eligible,0
1127,2025-10-20,1,eligible,0
1128,2025-10-20,1,eligible,0
1129,2025-10-20,1,eligible,0
1130,2025-10-20,1,eligible,0
1131,2025-10-20,1,eligible,0
1133,2025-10-20,1,eligible,0
1135,2025-10-20,1,eligible,0
1141,2025-10-20,1,eligible,0
1142,2025-10-20,1,eligible,0
1143,2025-10-20,1,eligible,0
1144,2025-10-20,1,eligible,0
1145,2025-10-20,1,eligible,0
1146,2025-10-20,1,eligible,0
1149,2025-10-20,1,eligible,0
1150,2025-10-20,1,eligible,0
1152,2025-10-20,1,eligible,0
1154,2025-10-20,1,eligible,0
1155,2025-10-20,1,eligible,0
1157,2025-10-20,1,eligible,0
1158,2025-10-20,1,eligible,0
1160,2025-10-20,1,eligible,0
1161,2025-10-20,1,eligible,0
1164,2025-10-20,1,eligible,0
1165,2025-10-20,1,eligible,0
1166,2025-10-20,1,eligible,0
1168,2025-10-20,1,eligible,0
1169,2025-10-20,1,eligible,0
1170,2025-10-20,1,eligible,0
1171,2025-10-20,1,eligible,0
1172,2025-10-20,1,eligible,0
1175,2025-10-20,1,eligible,0
1176,2025-10-20,1,eligible,0
1181,2025-10-20,1,eligible,0
1182,2025-10-20,1,eligible,0
1184,2025-10-20,1,eligible,0
1187,2025-10-20,1,eligible,0
1189,2025-10-20,1,eligible,0
1190,2025-10-20,1,eligible,0
1196,2025-10-20,1,eligible,0
1198,2025-10-20,1,eligible,0
1201,2025-10-20,1,eligible,0
1203,2025-10-20,1,eligible,0
1205,2025-10-20,1,eligible,0
1209,2025-10-20,1,eligible,0
1210,2025-10-20,1,eligible,0
1211,2025-10-20,1,eligible,0
1212,2025-10-20,1,eligible,0
1213,2025-10-20,1,eligible,0
1214,2025-10-20,1,eligible,0
1215,2025-10-20,1,eligible,0
1220,2025-10-20,1,eligible,0
1223,2025-10-20,1,eligible,0
1225,2025-10-20,1,eligible,0
1226,2025-10-20,1,eligible,0
1229,2025-10-20,1,eligible,0
1230,2025-10-20,1,eligible,0
1232,2025-10-20,1,eligible,0
1236,2025-10-20,1,eligible,0
1237,2025-10-20,1,eligible,0
1241,2025-10-20,1,eligible,0
1245,2025-10-20,1,eligible,0
1246,2025-10-20,1,eligible,0
1248,2025-10-20,1,eligible,0
1249,2025-10-20,1,eligible,0
1251,2025-10-20,1,eligible,0
1253,2025-10-20,1,eligible,0
1255,2025-10-20,1,eligible,0
1256,2025-10-20,1,eligible,0
1257,2025-10-20,1,eligible,0
1258,2025-10-20,1,eligible,0
1259,2025-10-20,1,eligible,0
1260,2025-10-20,1,eligible,0
1262,2025-10-20,1,eligible,0
1264,2025-10-20,1,eligible,0
1265,2025-10-20,1,eligible,0
1266,2025-10-20,1,eligible,0
1267,2025-10-20,1,eligible,0
1270,2025-10-20,1,eligible,0
1274,2025-10-20,1,eligible,0
1276,2025-10-20,1,eligible,0
1277,2025-10-20,1,eligible,0
1278,2025-10-20,1,eligible,0
1279,2025-10-20,1,eligible,0
1281,2025-10-20,1,eligible,0
1283,2025-10-20,1,eligible,0
1284,2025-10-20,1,eligible,0
1289,2025-10-20,1,eligible,0
1290,2025-10-20,1,eligible,0
1291,2025-10-20,1,eligible,0
1292,2025-10-20,1,eligible,0
1296,2025-10-20,1,eligible,0
1297,2025-10-20,1,eligible,0
1298,2025-10-20,1,eligible,0
1300,2025-10-20,1,eligible,0
1301,2025-10-20,1,eligible,0
1302,2025-10-20,1,eligible,0
1303,2025-10-20,1,eligible,0
1307,2025-10-20,1,eligible,0
1309,2025-10-20,1,eligible,0
1312,2025-10-20,1,eligible,0
1316,2025-10-20,1,eligible,0
1317,2025-10-20,1,eligible,0
1318,2025-10-20,1,eligible,0
1319,2025-10-20,1,eligible,0
1321,2025-10-20,1,eligible,0
1323,2025-10-20,1,eligible,0
1324,2025-10-20,1,eligible,0
1327,2025-10-20,1,eligible,0
1329,2025-10-20,1,eligible,0
1330,2025-10-20,1,eligible,0
1331,2025-10-20,1,eligible,0
1335,2025-10-20,1,eligible,0
1339,2025-10-20,1,eligible,0
1340,2025-10-20,1,eligible,0
1342,2025-10-20,1,eligible,0
1343,2025-10-20,1,eligible,0
1347,2025-10-20,1,eligible,0
1350,2025-10-20,1,eligible,0
1351,2025-10-20,1,eligible,0
1355,2025-10-20,1,eligible,0
1356,2025-10-20,1,eligible,0
1357,2025-10-20,1,eligible,0
1358,2025-10-20,1,eligible,0
1361,2025-10-20,1,eligible,0
1362,2025-10-20,1,eligible,0
1363,2025-10-20,1,eligible,0
1364,2025-10-20,1,eligible,0
1365,2025-10-20,1,eligible,0
1366,2025-10-20,1,eligible,0
1367,2025-10-20,1,eligible,0
1368,2025-10-20,1,eligible,0
1369,2025-10-20,1,eligible,0
1371,2025-10-20,1,eligible,0
1378,2025-10-20,1,eligible,0
1379,2025-10-20,1,eligible,0
1382,2025-10-20,1,eligible,0
1384,2025-10-20,1,eligible,0
1390,2025-10-20,1,eligible,0
1393,2025-10-20,1,eligible,0
1396,2025-10-20,1,eligible,0
1400,2025-10-20,1,eligible,0
1401,2025-10-20,1,eligible,0
1404,2025-10-20,1,eligible,0
1405,2025-10-20,1,eligible,0
1409,2025-10-20,1,eligible,0
1410,2025-10-20,1,eligible,0
1411,2025-10-20,1,eligible,0
1412,2025-10-20,1,eligible,0
1414,2025-10-20,1,eligible,0
1415,2025-10-20,1,eligible,0
1416,2025-10-20,1,eligible,0
1418,2025-10-20,1,eligible,0
1420,2025-10-20,1,eligible,0
1421,2025-10-20,1,eligible,0
1423,2025-10-20,1,eligible,0
1424,2025-10-20,1,eligible,0
1425,2025-10-20,1,eligible,0
1427,2025-10-20,1,eligible,0
1429,2025-10-20,1,eligible,0
1430,2025-10-20,1,eligible,0
1433,2025-10-20,1,eligible,0
1434,2025-10-20,1,eligible,0
1435,2025-10-20,1,eligible,0
1436,2025-10-20,1,eligible,0
1438,2025-10-20,1,eligible,0
1439,2025-10-20,1,eligible,0
1442,2025-10-20,1,eligible,0
1443,2025-10-20,1,eligible,0
1445,2025-10-20,1,eligible,0
1451,2025-10-20,1,eligible,0
1452,2025-10-20,1,eligible,0
1453,2025-10-20,1,eligible,0
1455,2025-10-20,1,eligible,0
1456,2025-10-20,1,eligible,0
1457,2025-10-20,1,eligible,0
1458,2025-10-20,1,eligible,0
1461,2025-10-20,1,eligible,0
1462,2025-10-20,1,eligible,0
1463,2025-10-20,1,eligible,0
1464,2025-10-20,1,eligible,0
1466,2025-10-20,1,eligible,0
1469,2025-10-20,1,eligible,0
1470,2025-10-20,1,eligible,0
1471,2025-10-20,1,eligible,0
1475,2025-10-20,1,eligible,0
1479,2025-10-20,1,eligible,0
1480,2025-10-20,1,eligible,0
1481,2025-10-20,1,eligible,0
1489,2025-10-20,1,eligible,0
1490,2025-10-20,1,eligible,0
1493,2025-10-20,1,eligible,0
1494,2025-10-20,1,eligible,0
1495,2025-10-20,1,eligible,0
1496,2025-10-20,1,eligible,0
1497,2025-10-20,1,eligible,0
1499,2025-10-20,1,eligible,0
1502,2025-10-20,1,eligible,0
1505,2025-10-20,1,eligible,0
1506,2025-10-20,1,eligible,0
1509,2025-10-20,1,eligible,0
1510,2025-10-20,1,eligible,0
1515,2025-10-20,1,eligible,0
1516,2025-10-20,1,eligible,0
1519,2025-10-20,1,eligible,0
1521,2025-10-20,1,eligible,0
1522,2025-10-20,1,eligible,0
1523,2025-10-20,1,eligible,0
1525,2025-10-20,1,eligible,0
1528,2025-10-20,1,eligible,0
1530,2025-10-20,1,eligible,0
1531,2025-10-20,1,eligible,0
1533,2025-10-20,1,eligible,0
1534,2025-10-20,1,eligible,0
1535,2025-10-20,1,eligible,0
1536,2025-10-20,1,eligible,0
1540,2025-10-20,1,eligible,0
1542,2025-10-20,1,eligible,0
1543,2025-10-20,1,eligible,0
1545,2025-10-20,1,eligible,0
1546,2025-10-20,1,eligible,0
1549,2025-10-20,1,eligible,0
1550,2025-10-20,1,eligible,0
1552,2025-10-20,1,eligible,0
1553,2025-10-20,1,eligible,0
1554,2025-10-20,1,eligible,0
1555,2025-10-20,1,eligible,0
1556,2025-10-20,1,eligible,0
